序号,字,拼音,组词1,组词1拼音,组词2,组词2拼音,备注
2629,嵌,qiàn,嵌入,qiàn rù,嵌入式,qiàn rù shì,
2630,鳄,è,鳄鱼,è yú,鳄梨,è lí,
2631,竖,shù,竖立,shù lì,竖起,shù qǐ,
2632,袍,páo,长袍,cháng páo,旗袍,qí páo,
2633,梭,suō,穿梭,chuān suō,太空梭,tài kōng suō,
2634,杏,xìng,杏仁,xìng rén,银杏,yín xìng,
2635,绣,xiù,刺绣,cì xiù,锦绣,jǐn xiù,
2636,沸,fèi,沸腾,fèi téng,沸点,fèi diǎn,
2637,舅,jiù,舅舅,jiù jiù,舅妈,jiù mā,
2638,哩,li / lǐ,咖哩,kā lī,,,
2639,嫉,jí,嫉妒,jí dù,嫉恨,jí hèn,
2640,宛,wǎn,宛如,wǎn rú,宛若,wǎn ruò,
2641,茫,máng,迷茫,mí máng,茫茫,máng máng,
2642,徙,xǐ,迁徙,qiān xǐ,转徙,zhuán xǐ,
2643,菇,gū,香菇,xiāng gū,冬菇,dōng gū,
2644,搁,gē / gé,搁置,gē zhì,搁浅,gē qiǎn,
2645,挚,zhì,诚挚,chéng zhì,挚爱,zhì ài,
2646,阱,jǐng,陷阱,xiàn jǐng,势阱,shì jǐng,
2647,掏,tāo,掏出,tāo chū,掏钱,tāo qián,
2648,咳,ké / hāi,止咳,zhǐ ké,干咳,gān ké,
2649,绅,shēn,绅士,shēn shì,乡绅,xiāng shēn,
2650,歼,jiān,歼灭,jiān miè,全歼,quán jiān,
2651,橘,jú,橘子,jú zi,橘色,jú sè,
2652,栗,lì,栗子,lì zi,板栗,bǎn lì,
2653,蔑,miè,蔑视,miè shì,轻蔑,qīng miè,
2654,蹲,dūn / cún,蹲下,dūn xià,蹲点,dūn diǎn,
2655,扒,bā / pá,扒开,bā kāi,扒皮,bā pí,
2656,芦,lú,芦花,lú huā,葫芦,hú lú,
2657,硅,guī,硅胶,guī jiāo,硅酸盐,guī suān yán,
2658,棚,péng,摄影棚,shè yǐng péng,大棚,dà péng,
2659,戳,chuō,戳破,chuō pò,戳穿,chuō chuān,
2660,恤,xù,抚恤,fǔ xù,体恤,tǐ xù,
2661,翠,cuì,翠绿,cuì lǜ,翠鸟,cuì niǎo,
2662,敞,chǎng,敞开,chǎng kāi,宽敞,kuān chǎng,
2663,灿,càn,灿烂,càn làn,金灿灿,jīn càn càn,
2664,碌,lù / liù,忙碌,máng lù,劳碌,láo lù,
2665,刹,shā / chà,刹车,shā chē,刹那,chà nà,
2666,蝠,fú,狐蝠,hú fú,蝙蝠,biān fú,
2667,吏,lì,官吏,guān lì,吏治,lì zhì,
2668,朽,xiǔ,腐朽,fǔ xiǔ,不朽,bù xiǔ,
2669,兜,dōu,兜售,dōu shòu,兜风,dōu fēng,
2670,遏,è,遏制,è zhì,遏止,è zhǐ,
2671,瀑,pù / bào,瀑布,pù bù,飞瀑,fēi pù,
2672,溢,yì,溢出,yì chū,洋溢,yáng yì,
2673,隙,xì,缝隙,fèng xì,空隙,kòng xì,
2674,蝇,yíng,苍蝇,cāng yíng,果蝇,guǒ yíng,
2675,铲,chǎn,铲除,chǎn chú,铲子,chǎn zi,
2676,礁,jiāo,礁石,jiāo shí,暗礁,àn jiāo,
2677,橙,chéng,橙色,chéng sè,橙子,chéng zi,
2678,熔,róng,熔岩,róng yán,熔化,róng huà,
2679,缸,gāng,浴缸,yù gāng,气缸,qì gāng,
2680,牡,mǔ,牡丹,mǔ dān,牡鹿,mǔ lù,
2681,沧,cāng,沧桑,cāng sāng,沧桑感,cāng sāng gǎn,
2682,痪,huàn,瘫痪,tān huàn,,,
2683,斋,zhāi,斋戒,zhāi jiè,书斋,shū zhāi,
2684,狸,lí,狐狸,hú lí,狐狸精,hú lí jīng,
2685,葱,cōng,洋葱,yáng cōng,青葱,qīng cōng,
2686,蜀,shǔ,蜀葵,shǔ kuí,玉蜀黍,yù shǔ shǔ,
2687,淑,shū,淑女,shū nǚ,贤淑,xián shū,
2688,颤,chàn,颤抖,chàn dǒu,震颤,zhèn chàn,
2689,氯,lǜ,氯气,lǜ qì,氯仿,lǜ fǎng,
2690,炫,xuàn,炫耀,xuàn yào,酷炫,kù xuàn,
2691,豁,huō / huò / huá,豁免,huò miǎn,豁免权,huò miǎn quán,
2692,粪,fèn,粪便,fèn biàn,大粪,dà fèn,
2693,绰,chuò / chāo,绰号,chuò hào,阔绰,kuò chuò,
2694,诅,zǔ,诅咒,zǔ zhòu,咒诅,zhòu zǔ,
2695,姚,yáo,姚明,yáo míng,姚文元,yáo wén yuán,
2696,蝙,biān,蝙蝠,biān fú,,,
2697,懈,xiè,不懈,bú xiè,松懈,sōng xiè,
2698,侈,chǐ,奢侈,shē chǐ,奢侈品,shē chǐ pǐn,
2699,诵,sòng,朗诵,lǎng sòng,背诵,bèi sòng,
2700,堤,dī,堤防,dī fáng,堤坝,dī bà,
2701,绸,chóu,丝绸,sī chóu,绸子,chóu zi,
2702,衅,xìn,挑衅,tiǎo xìn,寻衅,xún xìn,
2703,觅,mì,寻觅,xún mì,觅食,mì shí,
2704,霞,xiá,晚霞,wǎn xiá,烟霞,yān xiá,
2705,骆,luò,骆驼,luò tuó,骆马,luò mǎ,
2706,耽,dān,耽误,dān wù,耽搁,dān gē,
2707,呕,ǒu,呕吐,ǒu tù,作呕,zuò ǒu,
2708,髓,suǐ,精髓,jīng suǐ,骨髓,gú suǐ,
2709,崎,qí,崎岖,qí qū,,,
2710,盔,kuī,头盔,tóu kuī,盔甲,kuī jiǎ,
2711,拷,kǎo,拷问,kǎo wèn,拷贝,kǎo bèi,
2712,剿,jiǎo / chāo,围剿,wéi jiǎo,清剿,qīng jiǎo,
2713,趴,pā,趴在,pā zài,趴窝,pā wō,
2714,畔,pàn,河畔,hé pàn,湖畔,hú pàn,
2715,垦,kěn,开垦,kāi kěn,屯垦,tún kěn,
2716,笛,dí,笛子,dí zi,长笛,cháng dí,
2717,譬,pì,譬如,pì rú,譬喻,pì yù,
2718,匀,yún,均匀,jūn yún,匀称,yún chèn,
2719,雌,cí,雌性,cí xìng,雌雄,cí xióng,
2720,婿,xù,女婿,nǚ xù,夫婿,fū xù,
2721,磷,lín,磷酸,lín suān,磷肥,lín féi,
2722,琐,suǒ,繁琐,fán suǒ,琐事,suǒ shì,
2723,彪,biāo,彪形,biāo xíng,彪悍,biāo hàn,
2724,哨,shào,前哨,qián shào,哨兵,shào bīng,
2725,钙,gài,钙质,gài zhì,碳酸钙,tàn suān gài,
2726,窍,qiào,诀窍,jué qiào,窍门,qiào mén,
2727,叭,bā,喇叭,lǎ bā,吹喇叭,chuī lǎ bā,
2728,媚,mèi,明媚,míng mèi,媚外,mèi wài,
2729,哑,yǎ / yā,哑巴,yǎ ba,沙哑,shā yǎ,
2730,昧,mèi,愚昧,yú mèi,蒙昧,méng mèi,
2731,躯,qū,躯体,qū tǐ,身躯,shēn qū,
2732,萎,wěi,萎缩,wēi suō,枯萎,kū wěi,
2733,梳,shū,梳理,shū lǐ,梳子,shū zi,
2734,刃,rèn,刀刃,dāo rèn,利刃,lì rèn,
2735,棘,jí,棘手,jí shǒu,荆棘,jīng jí,
2736,哺,bǔ / bū,哺乳,bǔ rǔ,哺育,bǔ yù,
2737,嘱,zhǔ,遗嘱,yí zhǔ,嘱托,zhǔ tuō,
2738,伺,cì / sì,伺候,cì hòu,伺服器,cì fú qì,
2739,揽,lǎn,招揽,zhāo lǎn,包揽,bāo lǎn,
2740,拱,gǒng,拱门,gǒng mén,拱手,gǒng shǒu,
2741,芜,wú,荒芜,huāng wú,莱芜,lái wú,
2742,锈,xiù,不锈钢,bú xiù gāng,生锈,shēng xiù,
2743,韧,rèn,坚韧,jiān rèn,韧性,rèn xìng,
2744,敷,fū,敷衍,fū yǎn,敷设,fū shè,
2745,矫,jiǎo / jiáo,矫正,jiǎo zhèng,矫情,jiǎo qíng,
2746,醋,cù,吃醋,chī cù,醋酸,cù suān,
2747,叮,dīng,叮当,dīng dāng,叮嘱,dīng zhǔ,
2748,秃,tū,秃头,tū tóu,秃鹰,tū yīng,
2749,揉,róu,揉合,róu hé,揉碎,róu suì,
2750,嚣,xiāo,嚣张,xiāo zhāng,叫嚣,jiào xiāo,
2751,椎,chuí / zhuī,脊椎,jǐ zhuī,颈椎,jǐng chuí,
2752,溉,gài,灌溉,guàn gài,灌溉渠,guàn gài qú,
2753,铐,kào,手铐,shǒu kào,镣铐,liào kào,
2754,馒,mán,馒头,mán tou,,,
2755,蚂,mǎ / mà / mā,蚂蚁,má yǐ,蚂蚁窝,má yǐ wō,
2756,鞍,ān,马鞍,mǎ ān,鞍马,ān mǎ,
2757,惕,tì,警惕,jǐng tì,警惕性,jǐng tì xìng,
2758,窟,kū,石窟,shí kū,贫民窟,pín mín kū,
2759,拌,bàn,搅拌,jiǎo bàn,凉拌,liáng bàn,
2760,簿,bù,相簿,xiāng bù,账簿,zhàng bù,
2761,俯,fǔ,俯冲,fǔ chōng,俯视,fǔ shì,
2762,坤,kūn,干坤,gàn kūn,,,
2763,魄,pò,魄力,pò lì,气魄,qì pò,
2764,傍,bàng,傍晚,bàng wǎn,依傍,yī bàng,
2765,谤,bàng,毁谤,huǐ bàng,诽谤,fěi bàng,
2766,拢,lǒng,靠拢,kào lǒng,拉拢,lā lǒng,
2767,淆,xiáo,混淆,hùn xiáo,淆乱,xiáo luàn,
2768,棱,léng / lēng / líng,棱镜,léng jìng,棱角,léng jiǎo,
2769,澜,lán,波澜,bō lán,,,
2770,矢,shǐ,矢量,shǐ liàng,矢志,shǐ zhì,
2771,洽,qià,洽谈,qià tán,融洽,róng qià,
2772,咙,lóng,喉咙,hóu lóng,,,
2773,绒,róng,绒毛,róng máo,丝绒,sī róng,
2774,亥,hài,辛亥,xīn hài,亥时,hài shí,
2775,憎,zēng,憎恨,zēng hèn,憎恶,zēng wù,
2776,噩,è,噩梦,è mèng,噩耗,è hào,
2777,抒,shū,抒情,shū qíng,抒发,shū fā,
2778,咏,yǒng,歌咏,gē yǒng,咏春,yǒng chūn,
2779,冕,miǎn,卫冕,wèi miǎn,加冕,jiā miǎn,
2780,肛,gāng,肛门,gāng mén,肛交,gāng jiāo,
2781,屑,xiè,不屑,bú xiè,碎屑,suì xiè,
2782,萤,yíng,萤幕,yíng mù,萤火虫,yíng huǒ chóng,
2783,镶,xiāng,镶嵌,xiāng qiàn,镶边,xiāng biān,
2784,蚊,wén,蚊子,wén zi,蚊虫,wén chóng,
2785,歹,dǎi,歹徒,dǎi tú,好歹,háo dǎi,
2786,丙,bǐng,丙醇,bǐng chún,丙申,bǐng shēn,
2787,皂,zào,肥皂,féi zào,香皂,xiāng zào,
2788,帘,lián,窗帘,chuāng lián,眼帘,yǎn lián,
2789,凿,záo,开凿,kāi záo,确凿,què záo,
2790,啸,xiào,海啸,hǎi xiào,呼啸,hū xiào,
2791,哗,huā / huá,哗然,huá rán,哗变,huá biàn,
2792,斧,fǔ,斧头,fǔ tóu,战斧,zhàn fǔ,
2793,懦,nuò,懦弱,nuò ruò,懦夫,nuò fū,
2794,骇,hài,骇客,hài kè,骇人,hài rén,
2795,咕,gū,嘀咕,dí gū,咕唧,gū jī,
2796,皱,zhòu,皱纹,zhòu wén,皱眉,zhòu méi,
2797,柠,níng,青柠,qīng níng,柠檬,níng méng,
2798,讳,huì,忌讳,jì huì,避讳,bì huì,
2799,蓉,róng,芙蓉,fú róng,莲蓉,lián róng,
2800,檬,méng,柠檬,níng méng,柠檬汁,níng méng zhī,
2801,咽,yàn / yān / yè,咽喉,yān hóu,呜咽,wū yè,
2802,犀,xī,犀利,xī lì,犀牛,xī niú,
2803,甫,fǔ,台甫,tái fǔ,,,
2804,钠,nà,氯化钠,lǜ huà nà,碳酸钠,tàn suān nà,
2805,氮,dàn,氮气,dàn qì,液氮,yè dàn,
2806,慷,kāng,慷慨,kāng kǎi,,,
2807,杖,zhàng,拐杖,guǎi zhàng,魔杖,mó zhàng,
2808,枣,zǎo,红枣,hóng zǎo,枣子,zǎo zi,
2809,竣,jùn,竣工,jùn gōng,告竣,gào jùn,
2810,诽,fěi,诽谤,fěi bàng,腹诽,fù fěi,
2811,轩,xuān,轩昂,xuān áng,,,
2812,熄,xī,熄灭,xī miè,熄灯,xī dēng,
2813,绞,jiǎo,绞刑,jiǎo xíng,绞死,jiǎo sǐ,
2814,倘,tǎng / cháng,倘若,tǎng ruò,倘或,tǎng huò,
2815,褐,hè,褐色,hè sè,褐煤,hè méi,
2816,弧,hú,弧形,hú xíng,弧度,hú dù,
2817,茉,mò,茉莉,mò lì,茉莉花,mò lì huā,
2818,薛,xuē,薛仁贵,xuē rén guì,薛居正,xuē jū zhèng,
2819,丐,gài,乞丐,qǐ gài,丐帮,gài bāng,
2820,鳍,qí,背鳍,bèi qí,尾鳍,wěi qí,
2821,剃,tì,剃头,tì tóu,剃刀,tì dāo,
2822,寝,qǐn,寝室,qǐn shì,陵寝,líng qǐn,
2823,蒲,pú,蒲团,pú tuán,蒲公英,pú gōng yīng,
2824,桐,tóng,桐油,tóng yóu,油桐,yóu tóng,
2825,诫,jiè,告诫,gào jiè,训诫,xùn jiè,
2826,庐,lú,茅庐,máo lú,结庐,jié lú,
2827,嗜,shì,嗜好,shì hào,嗜血,shì xuè,
2828,蘑,mó,蘑菇,mó gū,口蘑,kǒu mó,
2829,喧,xuān,喧嚣,xuān xiāo,喧闹,xuān nào,
2830,耿,gěng,耿直,gěng zhí,耿耿,gěng gěng,
2831,鸽,gē,鸽子,gē zi,信鸽,xìn gē,
2832,暇,xiá,闲暇,xián xiá,无暇,wú xiá,
2833,闺,guī,闺蜜,guī mì,闺女,guī nǚ,
2834,泵,bèng,水泵,shuǐ bèng,泵站,bèng zhàn,
2835,嚼,jiáo / jiào,嚼舌根,jiáo shé gēn,嚼舌头,jiáo shé tou,
2836,浇,jiāo,浇水,jiāo shuǐ,浇灌,jiāo guàn,
2837,窑,yáo,窑洞,yáo dòng,砖窑,zhuān yáo,
2838,粥,zhōu / yù,白粥,bái zhōu,米粥,mǐ zhōu,
2839,悍,hàn,强悍,qiáng hàn,凶悍,xiōng hàn,
2840,驯,xùn,驯服,xùn fú,驯鹿,xùn lù,
2841,嗽,sòu,咳嗽,ké sòu,,,
2842,蛤,há / gé,文蛤,wén gé,鸟蛤,niǎo há,
2843,栈,zhàn,客栈,kè zhàn,栈道,zhàn dào,
2844,锯,jù / jū,锯齿,jù chǐ,电锯,diàn jù,
2845,诬,wū,诬陷,wū xiàn,诬蔑,wū miè,
2846,琉,liú,琉璃,liú lí,琉璃瓦,liú lí wǎ,
2847,胚,pēi,胚胎,pēi tāi,胚层,pēi céng,
2848,榨,zhà,压榨,yā zhà,榨菜,zhà cài,
2849,烘,hōng,烘烤,hōng kǎo,烘干,hōng gān,
2850,鲤,lǐ,鲤鱼,lǐ yú,锦鲤,jǐn lǐ,
2851,撇,piē / piě,撇开,piē kāi,撇清,piē qīng,
2852,筝,zhēng,风筝,fēng zhēng,古筝,gǔ zhēng,
2853,靴,xuē,靴子,xuē zi,短靴,duǎn xuē,
2854,藻,zǎo,藻类,zǎo lèi,海藻,hǎi zǎo,
2855,趾,zhǐ,脚趾,jiǎo zhǐ,脚趾头,jiǎo zhǐ tóu,
2856,梗,gěng,梗概,gěng gài,梗阻,gěng zǔ,
2857,苛,kē,苛刻,kē kè,严苛,yán kē,
2858,昵,nì,昵称,nì chēng,亲昵,qīn nì,
2859,乒,pīng,乒坛,pīng tán,乒乓,pīng pāng,
2860,捅,tǒng,捅破,tǒng pò,捅娄子,tǒng lóu zi,
2861,殷,yīn / yān / yǐn,殷勤,yīn qín,殷切,yīn qiè,
2862,跋,bá,跋涉,bá shè,题跋,tí bá,
2863,扳,bān / pān,扳机,bān jī,扳回,bān huí,
2864,揍,zòu,挨揍,āi zòu,欠揍,qiàn zòu,
2865,焊,hàn,焊接,hàn jiē,电焊,diàn hàn,
2866,睦,mù,和睦,hé mù,睦邻,mù lín,
2867,溺,nì / niào,溺水,nì shuǐ,溺爱,nì ài,
2868,瞻,zhān,前瞻,qián zhān,瞻仰,zhān yǎng,
2869,缀,zhuì,点缀,diǎn zhuì,后缀,hòu zhuì,
2870,秉,bǐng,秉持,bǐng chí,秉承,bǐng chéng,
2871,贮,zhù,贮存,zhù cún,贮藏,zhù cáng,
2872,猿,yuán,猿人,yuán rén,猿猴,yuán hóu,
2873,膊,bó,赤膊,chì bó,肩膊,jiān bó,
2874,绊,bàn,绊倒,bàn dǎo,绊脚石,bàn jiǎo shí,
2875,廓,kuò,轮廓,lún kuò,廓清,kuò qīng,
2876,扛,káng / gāng,,,,,
2877,憋,biē,憋气,biē qì,憋不住,biē bú zhù,
2878,幢,chuáng / zhuàng,一幢,yī chuáng,经幢,jīng chuáng,
2879,钝,dùn,迟钝,chí dùn,愚钝,yú dùn,
2880,孵,fū,孵化,fū huà,孵化器,fū huà qì,
2881,敛,liǎn,收敛,shōu liǎn,敛财,liǎn cái,
2882,惫,bèi,疲惫,pí bèi,,,
2883,榆,yú,榆树,yú shù,榆木,yú mù,
2884,拇,mǔ,拇指,mǔ zhǐ,大拇指,dà mú zhǐ,
2885,隘,ài,狭隘,xiá ài,隘口,ài kǒu,
2886,窜,cuàn,逃窜,táo cuàn,流窜,liú cuàn,
2887,椭,tuǒ,椭圆,tuǒ yuán,椭圆形,tuǒ yuán xíng,
2888,篡,cuàn,篡改,cuàn gǎi,篡夺,cuàn duó,
2889,曙,shǔ,曙光,shǔ guāng,曙色,shǔ sè,
2890,泻,xiè,腹泻,fù xiè,倾泻,qīng xiè,
2891,咐,fù,嘱咐,zhǔ fù,吩咐,fēn fù,
2892,靶,bǎ,靶场,bá chǎng,靶子,bǎ zi,
2893,寇,kòu,日寇,rì kòu,流寇,liú kòu,
2894,胳,gē / gé / gā,胳膊,gē bó,胳臂,gē bei,
2895,傀,guī / kuǐ,傀儡,kuí lěi,傀儡戏,kuí lěi xì,
2896,陨,yǔn,陨石,yǔn shí,陨落,yǔn luò,
2897,剔,tī,剔除,tī chú,挑剔,tiāo tī,
2898,儡,lěi,傀儡,kuí lěi,傀儡戏,kuí lěi xì,
2899,嗓,sǎng,嗓子,sǎng zi,嗓音,sǎng yīn,
2900,姥,lǎo / mǔ,姥姥,lǎo lao,姥爷,lǎo yé,
2901,硝,xiāo,硝酸,xiāo suān,硝烟,xiāo yān,
2902,畸,jī,畸形,jī xíng,畸变,jī biàn,
2903,颊,jiá,脸颊,liǎn jiá,面颊,miàn jiá,
2904,茵,yīn,莱茵,lái yīn,绿茵,lǜ yīn,
2905,啰,luō / luó / luo,哈啰,hā luō,啰唆,luō suō,
2906,哆,duō,哆嗦,duō suo,打哆嗦,dǎ duō suo,
2907,炬,jù,火炬,huǒ jù,火炬手,huǒ jù shǒu,
2908,焕,huàn,焕发,huàn fā,,,
2909,蒜,suàn,大蒜,dà suàn,蒜头,suàn tóu,
2910,蔗,zhè,甘蔗,gān zhè,蔗糖,zhè táng,
2911,鳞,lín,鳞片,lín piàn,鱼鳞,yú lín,
2912,颅,lú,头颅,tóu lú,颅骨,lú gǔ,
2913,揪,jiū,揪出,jiū chū,揪心,jiū xīn,
2914,凳,dèng,板凳,bǎn dèng,凳子,dèng zi,
2915,煞,shā / shà,煞车,shā chē,煞气,shā qì,
2916,乓,pāng,乒乓,pīng pāng,乒乓球,pīng pāng qiú,
2917,劈,pī / pǐ,劈开,pī kāi,劈叉,pǐ chà,
2918,秽,huì,淫秽,yín huì,污秽,wū huì,
2919,磕,kē,磕头,kē tóu,磕碰,kē pèng,
2920,葵,kuí,向日葵,xiàng rì kuí,葵花,kuí huā,
2921,沛,pèi,充沛,chōng pèi,丰沛,fēng pèi,
2922,耸,sǒng,耸动,sǒng dòng,高耸,gāo sǒng,
2923,凹,āo / wā,凹陷,āo xiàn,凹凸,āo tū,
2924,孽,niè,罪孽,zuì niè,妖孽,yāo niè,
2925,菠,bō,菠萝,bō luó,菠菜,bō cài,
2926,暮,mù,日暮,rì mù,暮色,mù sè,
2927,蹦,bèng,蹦床,bèng chuáng,蹦极,bèng jí,
2928,熏,xūn,熏陶,xūn táo,烟熏,yān xūn,
2929,倚,yǐ,倚靠,yǐ kào,倚重,yǐ zhòng,
2930,俏,qiào,俏皮,qiào pí,俊俏,jùn qiào,
2931,糙,cāo,粗糙,cū cāo,糙米,cāo mǐ,
2932,咧,liě / liē / lie,咧嘴,lié zuǐ,咧咧,liē liē,
2933,婉,wǎn,委婉,wéi wǎn,婉拒,wǎn jù,
2934,瘟,wēn,瘟疫,wēn yì,猪瘟,zhū wēn,
2935,靡,mí / mǐ,风靡,fēng mǐ,萎靡,wéi mǐ,
2936,枫,fēng,枫叶,fēng yè,枫树,fēng shù,
2937,邑,yì,采邑,cài yì,城邑,chéng yì,
2938,疤,bā,伤疤,shāng bā,疤痕,bā hén,
2939,辙,zhé,覆辙,fù zhé,没辙,méi zhé,
2940,窒,zhì,窒息,zhì xī,窒碍,zhì ài,
2941,枉,wǎng,冤枉,yuān wǎng,枉然,wǎng rán,
2942,眨,zhǎ,眨眼,zhǎ yǎn,一眨眼,yī zhǎ yǎn,
2943,酥,sū,酥脆,sū cuì,酥油,sū yóu,
2944,雏,chú,雏形,chú xíng,雏菊,chú jú,
2945,狡,jiǎo,狡诈,jiǎo zhà,狡辩,jiǎo biàn,
2946,惰,duò,懒惰,lǎn duò,惰性,duò xìng,
2947,聋,lóng,耳聋,ěr lóng,聋哑,lóng yǎ,
2948,俭,jiǎn,节俭,jié jiǎn,勤俭,qín jiǎn,
2949,掰,bāi,掰开,bāi kāi,掰掰,bāi bāi,
2950,肋,lèi,肋骨,lèi gǔ,鸡肋,jī lèi,
2951,殉,xùn,殉难,xùn nàn,殉职,xùn zhí,
2952,逞,chěng,得逞,dé chěng,逞强,chěng qiáng,
2953,饺,jiǎo,饺子,jiǎo zi,水饺,shuǐ jiǎo,
2954,酪,lào,奶酪,nǎi lào,乳酪,rǔ lào,
2955,徊,huái,徘徊,pái huái,,,
2956,哮,xiào,哮喘,xiāo chuǎn,哮喘病,xiāo chuǎn bìng,
2957,鸠,jiū,斑鸠,bān jiū,,,
2958,眷,juàn,眷顾,juàn gù,眷属,juàn shǔ,
2959,沐,mù,沐浴,mù yù,沐浴露,mù yù lù,
2960,唬,hǔ,吓唬,xià hǔ,唬人,hǔ rén,
2961,禾,hé,禾本科,hé běn kē,禾草,hé cǎo,
2962,呻,shēn,呻吟,shēn yín,,,
2963,呛,qiāng / qiàng,够呛,gòu qiàng,呛到,qiàng dào,
2964,擒,qín,生擒,shēng qín,擒获,qín huò,
2965,肴,yáo,菜肴,cài yáo,佳肴,jiā yáo,
2966,栅,zhà,栅栏,zhà lán,光栅,guāng shān,
2967,疹,zhěn,麻疹,má zhěn,湿疹,shī zhěn,
2968,蝎,xiē,蝎子,xiē zi,天蝎,tiān xiē,
2969,徘,pái,徘徊,pái huái,,,
2970,旭,xù,旭日,xù rì,,,
2971,莽,mǎng,鲁莽,lǔ mǎng,莽撞,mǎng zhuàng,
2972,痘,dòu,痘痘,dòu dòu,青春痘,qīng chūn dòu,
2973,掺,chān / shǎn,掺和,chān huo,掺水,càn shuǐ,
2974,叨,dāo / tāo,念叨,niàn dāo,叨叨,dāo dāo,
2975,埠,bù,商埠,shāng bù,港埠,gǎng bù,
2976,荔,lì,荔枝,lì zhī,番荔枝,fān lì zhī,
2977,绷,bēng / běng,绷带,bēng dài,紧绷,jǐn bēng,
2978,柿,shì,西红柿,xī hóng shì,柿子,shì zi,
2979,橱,chú,橱窗,chú chuāng,衣橱,yī chú,
2980,吩,fēn,吩咐,fēn fù,,,
2981,膛,táng,胸膛,xiōng táng,上膛,shàng táng,
2982,挟,xié / jiā,挟持,xié chí,要挟,yāo xié,
2983,砰,pēng,砰砰,pēng pēng,,,
2984,凄,qī,凄惨,qī cǎn,凄凉,qī liáng,
2985,菱,líng,菱形,líng xíng,菱角,líng jiǎo,
2986,绽,zhàn,绽放,zhàn fàng,破绽,pò zhàn,
2987,惭,cán,惭愧,cán kuì,羞惭,xiū cán,
2988,庶,shù,庶民,shù mín,富庶,fù shù,
2989,扼,è,扼杀,è shā,扼要,è yào,
2990,衙,yá,衙门,yá mén,衙署,yá shǔ,
2991,嗅,xiù,嗅觉,xiù jué,嗅探,xiù tàn,
2992,聂,niè,聂耳,niè ěr,聂卫平,niè wèi píng,
2993,瞪,dèng,瞪眼,dèng yǎn,干瞪眼,gān dèng yǎn,
2994,锥,zhuī,圆锥,yuán zhuī,锥形,zhuī xíng,
2995,邢,xíng,邢台市,xíng tái shì,,,
2996,琢,zuó / zhuó,琢磨,zhuó mó,雕琢,diāo zhuó,
2997,葫,hú,葫芦,hú lú,西葫芦,xī hú lú,
2998,琅,láng,琳琅,lín láng,,,
2999,酝,yùn,酝酿,yùn niàng,,,
3000,唾,tuò,唾液,tuò yè,唾弃,tuò qì,
3001,椰,yē,椰子,yē zi,椰林,yē lín,
3002,灶,zào,病灶,bìng zào,炉灶,lú zào,
3003,馅,xiàn,馅饼,xiàn bǐng,露馅,lòu xiàn,
3004,僻,pì,偏僻,piān pì,孤僻,gū pì,
3005,砌,qì / qiè,堆砌,duī qì,砌砖,qì zhuān,
3006,乍,zhà,乍现,zhà xiàn,乍看,zhà kàn,
3007,胰,yí,胰岛素,yí dǎo sù,胰腺,yí xiàn,
3008,奕,yì,陈奕迅,chén yì xùn,,,
3009,淳,chún,淳朴,chún pǔ,淳厚,chún hòu,
3010,荧,yíng,荧光,yíng guāng,荧幕,yíng mù,
3011,梧,wú,魁梧,kuí wú,梧桐,wú tóng,
3012,悯,mǐn,怜悯,lián mǐn,悲悯,bēi mǐn,
3013,赃,zāng,栽赃,zāi zāng,赃款,zāng kuǎn,
3014,桨,jiǎng,螺旋桨,luó xuán jiǎng,划桨,huá jiǎng,
3015,恍,huǎng,恍若,huǎng ruò,恍然,huǎng rán,
3016,灼,zhuó,灼伤,zhuó shāng,灼热,zhuó rè,
3017,絮,xù,花絮,huā xù,絮语,xù yǔ,
3018,袱,fú,包袱,bāo fú,,,
3019,撮,cuō / zuǒ,撮合,cuō hé,一小撮,yì xiǎo cuō,
3020,鹦,yīng,鹦哥,yīng gē,鹦鹉,yīng wǔ,
3021,钾,jiǎ,钾盐,jiǎ yán,氯化钾,lǜ huà jiǎ,
3022,锌,xīn,氧化锌,yǎng huà xīn,氯化锌,lǜ huà xīn,
3023,壹,yī,,,,,
3024,苔,tái / tāi,海苔,hǎi tái,青苔,qīng tái,
3025,寥,liáo,寥寥,liáo liáo,寂寥,jì liáo,
3026,棠,táng,海棠,hǎi táng,秋海棠,qiū hǎi táng,
3027,祠,cí,祠堂,cí táng,宗祠,zōng cí,
3028,旷,kuàng,空旷,kōng kuàng,旷野,kuàng yě,
3029,膳,shàn,膳食,shàn shí,药膳,yào shàn,
3030,阎,yán,阎王,yán wáng,阎锡山,yán xī shān,
3031,苟,gǒu,苟同,gǒu tóng,苟且,góu qiě,
3032,搂,lǒu / lōu,搂住,lǒu zhù,搂抱,lǒu bào,
3033,疮,chuāng,冻疮,dòng chuāng,暗疮,àn chuāng,
3034,蹄,tí,马蹄,mǎ tí,蹄子,tí zi,
3035,蔚,wèi / yù,蔚蓝,wèi lán,蔚成,wèi chéng,
3036,揣,chuāi / chuǎi / chuài,揣测,chuǎi cè,揣摩,chuǎi mó,
3037,烁,shuò,闪烁,shǎn shuò,,,
3038,蚕,cán,蚕食,cán shí,蚕丝,cán sī,
3039,渤,bó,渤海,bó hǎi,渤海湾,bó hǎi wān,
3040,镐,gǎo / hào,镐头,gǎo tóu,十字镐,shí zì gǎo,
3041,堰,yàn,围堰,wéi yàn,堰塞湖,yàn sè hú,
